time,equity,capital,dd,trades,wr
2026-08-23T07:49:23.436450,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:50:24.673081,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:51:25.909047,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:52:27.145466,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:53:28.484876,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:54:30.747217,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:55:32.082442,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:56:33.317919,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:57:34.539790,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:58:36.618019,100794.95,100794.95,0.0037,134,54.5
2026-08-23T07:59:38.157277,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:00:39.391163,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:01:40.726462,100794.95,100794.95,0.0037,134,54.5
2026-08-23T08:02:42.935991,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:03:44.120019,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:04:45.290302,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:05:47.318670,100794.95,100794.95,0.0036,134,54.5
2026-08-23T08:06:48.613873,100794.95,100794.95,0.0035,134,54.5
2026-08-23T08:07:49.886988,100794.95,100794.95,0.0035,134,54.5
2026-08-23T08:08:52.145057,100794.95,100794.95,0.0035,134,54.5
2026-08-23T08:09:53.337898,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:10:55.547949,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:11:56.877868,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:12:58.223115,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:13:59.451970,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:15:01.553506,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:16:02.845371,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:17:04.071337,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:18:05.318256,100794.95,100794.95,0.0032,134,54.5
2026-08-23T08:19:07.450922,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:20:08.716953,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:21:10.979025,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:22:12.315136,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:23:13.751702,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:24:15.090419,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:25:17.148508,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:26:18.462879,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:27:19.730805,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:28:21.058027,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:29:23.320054,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:30:25.476913,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:31:27.019273,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:32:28.364934,100794.95,100794.95,0.0033,134,54.5
2026-08-23T08:33:29.804265,100794.95,100794.95,0.0032,134,54.5
2026-08-23T08:34:31.038526,100794.95,100794.95,0.0031,134,54.5
